bond_code,date,open_sina,close_em,conv_premium,double_low,double_low_z252,balance_bil,contract_maturity,call_notice_date,tail_risk_date,st_risk_active,eligible_common,exclusion_reasons,b0_base_score,b0_base_rank,c_bal_score,c_bal_rank,c_off_score,c_off_rank,selected_flags
111012,2026-07-10,342.058,324.206,19.9919899699,344.1979899699,-0.9883315250943561,1.0163436419999998,2029-01-04,,,False,True,,344.1979899699,216.0,-0.9883315250943561,12.0,0.9786096256684492,29.0,C_BAL
111014,2026-07-10,120.224,120.586,156.1393489461,276.7253489461,2.0761951323203416,5.9993099999999995,2029-06-20,,,False,True,,276.7253489461,199.0,2.0761951323203416,136.0,2.0320855614973263,159.0,
111015,2026-07-10,123.65,125.768,55.617757169,181.385757169,2.845665875117621,6.661950000000001,2029-07-06,,,False,True,,181.385757169,45.0,2.845665875117621,173.0,1.6363636363636362,110.0,
111017,2026-07-10,126.1,126.418,56.6483913043,183.0663913043,2.609771987789624,6.7155299999999984,2029-08-15,,,False,True,,183.0663913043,48.0,2.609771987789624,167.0,1.6363636363636365,112.0,
111018,2026-07-10,123.233,124.091,87.9025009488,211.99350094879998,3.2823640081859224,13.022411861999998,2029-12-25,,,False,True,,211.99350094879998,126.0,3.2823640081859224,184.0,2.3689839572192515,177.0,
111020,2026-07-10,133.036,133.341,65.3805335689,198.7215335689,2.182233334955479,3.3796619999999997,2030-07-22,,,False,True,,198.7215335689,93.0,2.182233334955479,144.0,1.433155080213904,87.0,
111021,2026-07-10,134.238,136.586,66.2551014349,202.8411014349,1.2341619688754288,8.1212,2030-07-26,,,False,True,,202.8411014349,106.0,1.2341619688754288,82.0,1.5668449197860963,105.0,
111022,2026-07-10,163.679,158.254,43.5118290806,201.76582908059999,,5.1974,2031-06-18,,,False,True,,201.76582908059999,105.0,,,,,
111024,2026-07-10,164.023,160.81,88.1914654571,249.00146545709998,,5.7994200000000005,2031-12-11,,,False,True,,249.00146545709998,182.0,,,,,
113052,2026-07-10,115.95,115.575,34.2483987305,149.8233987305,0.018526931599835764,413.5,2027-12-27,,,False,True,,149.8233987305,9.0,0.018526931599835764,33.0,1.2245989304812834,55.0,B0_BASE
113053,2026-07-10,121.98,121.991,76.2875722543,198.2785722543,3.220091475715328,69.94517,2028-01-05,,,False,True,,198.2785722543,91.0,3.220091475715328,183.0,2.406417112299465,180.0,
113054,2026-07-10,121.994,123.019,53.6851195965,176.7041195965,0.9105009852800573,23.597640000000002,2028-02-25,,,False,True,,176.7041195965,33.0,0.9105009852800573,65.0,1.3850267379679146,81.0,
113056,2026-07-10,125.168,125.1,17.8163432074,142.9163432074,0.18985744201581706,115.62199999999999,2028-03-23,,,False,True,,142.9163432074,5.0,0.18985744201581706,36.0,1.2085561497326203,53.0,B0_BASE
113058,2026-07-10,131.121,132.003,18.0386107784,150.04161077839998,-0.2979397188323111,18.637999999999998,2028-03-30,,,False,True,,150.04161077839998,10.0,-0.2979397188323111,22.0,0.983957219251337,30.0,B0_BASE
113059,2026-07-10,119.402,119.276,409.466655704,528.742655704,2.6270636290603333,40.0,2028-05-20,,,False,True,,528.742655704,234.0,2.6270636290603333,168.0,2.8128342245989306,186.0,
113062,2026-07-10,128.837,128.915,11.8683884298,140.7833884298,1.4928190874550051,59.994,2028-09-15,,,False,True,,140.7833884298,3.0,1.4928190874550051,94.0,1.4759358288770055,93.0,B0_BASE
113066,2026-07-10,146.96,148.694,45.7631064389,194.45710643889998,1.8688644526690241,14.2738,2029-03-16,,,False,True,,194.45710643889998,81.0,1.8688644526690241,119.0,1.8288770053475936,134.0,
113067,2026-07-10,126.472,126.204,55.9243959044,182.1283959044,1.7679426880116227,30.0,2029-07-27,,,False,True,,182.1283959044,46.0,1.7679426880116227,111.0,1.7379679144385025,122.0,
113070,2026-07-10,126.341,126.444,46.9989359606,173.4429359606,1.4151437446879396,18.9981,2031-01-09,,,False,True,,173.4429359606,27.0,1.4151437446879396,93.0,1.4545454545454546,89.0,
113627,2026-07-10,118.338,119.465,91.9273770492,211.3923770492,2.0662456564033183,7.9976,2027-07-15,,,False,True,,211.3923770492,125.0,2.0662456564033183,135.0,1.9117647058823528,141.0,
113631,2026-07-10,133.226,133.128,20.2029514563,153.3309514563,0.827830004587766,5.95758,2027-11-08,,,False,True,,153.3309514563,11.0,0.827830004587766,62.0,0.8181818181818181,17.0,B0_BASE|C_OFF
113633,2026-07-10,120.085,119.864,301.1779427245,421.0419427245,1.929485280261849,10.39584,2027-11-30,,,False,True,,421.0419427245,227.0,1.929485280261849,124.0,2.3101604278074865,176.0,
113634,2026-07-10,124.14,124.268,105.5201538462,229.7881538462,1.3678671519468237,7.507357731000001,2027-12-08,,,False,True,,229.7881538462,155.0,1.3678671519468237,91.0,1.7379679144385025,123.0,
113636,2026-07-10,129.514,129.5,55.116034719,184.616034719,-2.044991308916031,9.995,2027-12-13,,,False,True,,184.616034719,52.0,-2.044991308916031,3.0,0.9679144385026738,28.0,C_BAL
113638,2026-07-10,124.052,124.091,137.07600358,261.16700357999997,1.3610729143475495,5.997000000000001,2027-12-29,,,False,True,,261.16700357999997,188.0,1.3610729143475495,90.0,1.7272727272727273,121.0,
113640,2026-07-10,128.259,129.114,66.0825384615,195.19653846149998,3.142821591494756,7.38957892,2028-02-16,,,False,True,,195.19653846149998,84.0,3.142821591494756,182.0,1.9358288770053478,147.0,
113643,2026-07-10,141.461,142.815,45.2773275862,188.09232758619999,0.3087531611735429,4.9925,2028-03-25,,,False,True,,188.09232758619999,65.0,0.3087531611735429,40.0,0.8877005347593583,23.0,
113646,2026-07-10,152.083,154.791,40.0075898876,194.7985898876,1.1248257858305704,1.371742672,2028-04-14,,,False,True,,194.7985898876,82.0,1.1248257858305704,78.0,0.8449197860962567,21.0,
113647,2026-07-10,119.42,119.738,85.8702184615,205.6082184615,0.9460654472006704,14.668420000000001,2028-04-22,,,False,True,,205.6082184615,113.0,0.9460654472006704,69.0,1.7219251336898396,119.0,
113648,2026-07-10,121.851,121.85,93.4028115016,215.25281150159998,1.1102200998727723,8.997,2028-04-25,,,False,True,,215.25281150159998,135.0,1.1102200998727723,75.0,1.679144385026738,115.0,
113649,2026-07-10,130.57,131.659,59.5617978629,191.22079786289999,2.427924265723842,4.5775,2028-06-27,,,False,True,,191.22079786289999,73.0,2.427924265723842,161.0,1.5401069518716577,103.0,
113650,2026-07-10,123.304,123.55,146.1381055363,269.6881055363,-0.33813849881933256,7.995970000000001,2028-07-01,,,False,True,,269.6881055363,194.0,-0.33813849881933256,20.0,1.5080213903743316,98.0,C_BAL
113652,2026-07-10,130.098,130.732,55.8948363636,186.6268363636,-0.0576496644350327,14.765569000000001,2028-07-22,,,False,True,,186.6268363636,58.0,-0.0576496644350327,29.0,1.2406417112299466,60.0,
113655,2026-07-10,120.246,120.758,92.4510612245,213.20906122449998,0.5050792112142296,20.0,2028-08-05,,,False,True,,213.20906122449998,129.0,0.5050792112142296,51.0,1.745989304812834,124.0,
113656,2026-07-10,117.875,118.479,102.0193822076,220.4983822076,2.183748909149543,7.9984,2028-09-01,,,False,True,,220.4983822076,144.0,2.183748909149543,145.0,2.037433155080214,160.0,
113658,2026-07-10,138.86,135.817,-0.3632358225,135.4537641775,-2.548415204251552,8.37056286,2027-09-16,2026-07-16,,False,True,,135.4537641775,1.0,-2.548415204251552,1.0,0.625668449197861,7.0,B0_BASE|C_BAL|C_OFF
113659,2026-07-10,129.24,132.422,48.1109252468,180.5329252468,0.24586180628975354,11.9976,2028-10-14,,,False,True,,180.5329252468,42.0,0.24586180628975354,37.0,1.160427807486631,44.0,
113660,2026-07-10,122.815,123.063,227.3386945848,350.4016945848,2.4145844479866185,3.976816,2028-11-17,,,False,True,,350.4016945848,218.0,2.4145844479866185,158.0,2.0053475935828877,157.0,
113661,2026-07-10,138.6,137.676,41.0598904494,178.7358904494,2.5861207655891842,30.296860000000002,2028-11-22,,,False,True,,178.7358904494,35.0,2.5861207655891842,166.0,1.9786096256684491,155.0,
113665,2026-07-10,119.552,121.923,76.0175724138,197.9405724138,1.5890322937053063,3.5964000000000005,2028-12-15,,,False,True,,197.9405724138,89.0,1.5890322937053063,99.0,1.1871657754010694,47.0,
113666,2026-07-10,121.227,121.609,121.5706385602,243.17963856019998,1.8038865160396893,19.994,2029-02-23,,,False,True,,243.17963856019998,177.0,1.8038865160396893,114.0,2.229946524064171,173.0,
113667,2026-07-10,286.88,287.026,24.6033464223,311.6293464223,1.963981393206669,5.69658,2029-03-17,,,False,True,,311.6293464223,208.0,1.963981393206669,126.0,1.962566844919786,151.0,
113670,2026-07-10,122.535,122.859,221.6266987448,344.4856987448,2.8499516026892397,7.7,2029-04-17,,,False,True,,344.4856987448,217.0,2.8499516026892397,174.0,2.3957219251336896,178.0,
113671,2026-07-10,124.399,125.612,99.9641535354,225.5761535354,2.170280551746695,3.0928699999999996,2029-07-10,,,False,True,,225.5761535354,147.0,2.170280551746695,143.0,1.5989304812834224,106.0,
113673,2026-07-10,199.251,192.869,26.0998420569,218.9688420569,1.1107353416441836,9.078482060999999,2029-07-18,,,False,True,,218.9688420569,141.0,1.1107353416441836,76.0,1.7219251336898398,120.0,
113674,2026-07-10,129.73,129.51,70.4724431818,199.9824431818,1.7967878536842887,3.9988,2029-07-21,,,False,True,,199.9824431818,100.0,1.7967878536842887,113.0,1.3636363636363638,80.0,
113677,2026-07-10,388.37,356.118,33.992084507,390.110084507,1.1930776052455647,10.48949,2029-09-14,,,False,True,,390.110084507,226.0,1.1930776052455647,81.0,2.085561497326203,164.0,
113678,2026-07-10,142.4,146.55,46.0522561863,192.6022561863,0.7191153471254859,5.106409,2029-10-19,,,False,True,,192.6022561863,75.0,0.7191153471254859,59.0,1.0588235294117647,38.0,
113679,2026-07-10,123.485,123.756,131.4661400894,255.2221400894,3.5734695540574397,8.79823,2029-10-26,,,False,True,,255.2221400894,186.0,3.5734695540574397,187.0,2.4385026737967914,183.0,
113680,2026-07-10,138.37,134.194,54.9592611807,189.15326118069999,2.4266960296039155,2.9985000000000004,2029-11-15,,,False,True,,189.15326118069999,70.0,2.4266960296039155,160.0,1.3422459893048129,76.0,
113681,2026-07-10,138.091,136.495,3.3623962656,139.85739626560002,-1.3524458306178668,5.47668,2029-12-29,,,False,True,,139.85739626560002,2.0,-1.3524458306178668,8.0,0.45454545454545453,3.0,B0_BASE|C_BAL|C_OFF
113682,2026-07-10,127.319,127.459,99.2695653904,226.7285653904,1.6148113774864623,17.972522568,2030-03-04,,,False,True,,226.7285653904,149.0,1.6148113774864623,100.0,2.037433155080214,161.0,
113686,2026-07-10,149.018,149.845,43.5640718563,193.4090718563,1.387053880706428,3.3634746,2030-07-02,,,False,True,,193.4090718563,78.0,1.387053880706428,92.0,1.0641711229946524,39.0,
113688,2026-07-10,134.351,135.636,61.1145856354,196.7505856354,2.4084006692606055,7.9976,2030-10-17,,,False,True,,196.7505856354,88.0,2.4084006692606055,157.0,1.8636363636363638,137.0,
113691,2026-07-10,140.735,140.816,30.3851851852,171.20118518520002,0.3912787988612373,45.9908,2030-10-28,,,False,True,,171.20118518520002,22.0,0.3912787988612373,43.0,1.2780748663101604,66.0,
113692,2026-07-10,126.878,127.06,77.6390431989,204.6990431989,1.814898180712183,13.897219999999999,2030-10-31,,,False,True,,204.6990431989,112.0,1.814898180712183,115.0,1.946524064171123,148.0,
113693,2026-07-10,118.949,120.268,143.3786981818,263.6466981818,3.31134817963538,6.7,2031-03-18,,,False,True,,263.6466981818,190.0,3.31134817963538,185.0,2.288770053475936,175.0,
113694,2026-07-10,125.299,125.337,73.710307027,199.047307027,2.022413386517075,4.9995,2031-04-08,,,False,True,,199.047307027,94.0,2.022413386517075,131.0,1.5347593582887702,102.0,
113695,2026-07-10,142.263,144.851,44.2456525373,189.0966525373,,4.59678,2031-06-20,,,False,True,,189.0966525373,68.0,,,,,
113696,2026-07-10,132.7,132.757,81.2713056311,214.0283056311,,28.017197999999997,2031-07-01,,,False,True,,214.0283056311,133.0,,,,,
113697,2026-07-10,194.3,198.548,11.547541798,210.095541798,,14.9955,2031-09-19,,,False,True,,210.095541798,122.0,,,,,
113698,2026-07-10,137.061,138.321,76.7748014257,215.09580142570002,,3.0835446589999997,2031-08-15,,,False,True,,215.09580142570002,134.0,,,,,
113699,2026-07-10,178.134,175.385,68.7996628352,244.1846628352,,19.998,2031-09-26,,,False,True,,244.1846628352,178.0,,,,,
113700,2026-07-10,126.561,128.703,124.6419451477,253.3449451477,,8.01,2032-02-05,,,False,True,,253.3449451477,184.0,,,,,
113701,2026-07-10,159.7,155.322,103.7934386654,259.1154386654,,4.0,2032-03-03,,,False,True,,259.1154386654,187.0,,,,,
113702,2026-07-10,225.999,216.647,83.365149261,300.012149261,,15.0,2032-04-16,,,False,True,,300.012149261,206.0,,,,,
113703,2026-07-10,139.6,134.761,85.1381552912,219.89915529119997,,13.0102,2032-06-08,,,False,True,,219.89915529119997,143.0,,,,,
113704,2026-07-10,168.0,159.948,53.4043553827,213.3523553827,,21.78763,2032-06-10,,,False,True,,213.3523553827,130.0,,,,,
113705,2026-07-10,130.0,131.072,54.523960483,185.595960483,,18.0,2032-06-15,,,False,True,,185.595960483,56.0,,,,,
113706,2026-07-10,130.0,157.3,55.1715850515,212.47158505150003,,9.7,2032-06-15,,,False,True,,212.47158505150003,127.0,,,,,
118005,2026-07-10,124.13,123.412,231.3183872017,354.7303872017,1.6957743205850164,8.29917,2028-01-27,,,False,True,,354.7303872017,219.0,1.6957743205850164,103.0,2.0802139037433154,163.0,
118007,2026-07-10,135.644,134.591,46.0060157791,180.5970157791,0.4559533590382505,2.6716257000000003,2028-03-22,,,False,True,,180.5970157791,43.0,0.4559533590382505,45.0,0.5668449197860962,6.0,C_OFF
118010,2026-07-10,121.624,121.947,317.668475,439.615475,1.8618085965187536,4.39956,2028-06-28,,,False,True,,439.615475,228.0,1.8618085965187536,117.0,1.8716577540106951,138.0,
118012,2026-07-10,152.94,157.221,43.6186063446,200.8396063446,1.2438374519954842,4.996,2028-07-05,,,False,True,,200.8396063446,103.0,1.2438374519954842,83.0,1.320855614973262,73.0,
118013,2026-07-10,175.806,182.708,56.6693748503,239.3773748503,0.5819981778758291,12.79616,2028-07-08,,,False,True,,239.3773748503,169.0,0.5819981778758291,55.0,1.8128342245989306,130.0,
118015,2026-07-10,136.041,134.164,83.1076638655,217.2716638655,-0.25711162411709315,4.099589999999999,2028-07-21,,,False,True,,217.2716638655,140.0,-0.25711162411709315,25.0,1.0481283422459893,37.0,
118016,2026-07-10,166.661,165.404,23.694982684,189.098982684,0.914743788583784,1.6751350000000003,2028-08-05,,,False,True,,189.098982684,69.0,0.914743788583784,66.0,0.732620320855615,13.0,C_OFF
118022,2026-07-10,119.74,119.905,148.3059425134,268.2109425134,0.38675024231768035,32.49675,2028-10-11,,,False,True,,268.2109425134,192.0,0.38675024231768035,42.0,1.9732620320855614,154.0,
118024,2026-07-10,127.61,128.257,60.9289336678,189.18593366780001,0.25225540430583715,30.890429999999995,2028-10-24,,,False,True,,189.18593366780001,71.0,0.25225540430583715,38.0,1.4812834224598932,94.0,
118030,2026-07-10,530.001,506.84,31.4722550336,538.3122550336,1.9799551133053694,12.622354230000001,2028-12-30,,,False,True,,538.3122550336,235.0,1.9799551133053694,129.0,2.4331550802139037,182.0,
118031,2026-07-10,122.217,122.622,51.1519260401,173.7739260401,0.9564484364005323,58.51612135099998,2029-02-13,,,False,True,,173.7739260401,28.0,0.9564484364005323,70.0,1.4705882352941178,91.0,
118032,2026-07-10,123.43,123.291,244.8574347826,368.1484347826,3.0573768897147224,6.9986,2029-03-08,,,False,True,,368.1484347826,222.0,3.0573768897147224,181.0,2.4224598930481287,181.0,
118034,2026-07-10,117.11,117.617,70.1293735763,187.74637357630002,-0.2526326690650699,83.22,2029-04-20,,,False,True,,187.74637357630002,63.0,-0.2526326690650699,26.0,1.4331550802139037,86.0,
118035,2026-07-10,175.74,179.875,8.8156432039,188.6906432039,0.7823034533540617,4.799519999999999,2029-06-12,,,False,True,,188.6906432039,67.0,0.7823034533540617,61.0,1.0,31.0,
118036,2026-07-10,140.2,138.917,53.8286296468,192.7456296468,1.4979926513271296,3.79962,2029-06-28,,,False,True,,192.7456296468,77.0,1.4979926513271296,95.0,1.1229946524064172,43.0,
118037,2026-07-10,127.623,128.015,71.3247476636,199.33974766359998,2.2597221121752633,4.67948,2029-07-06,,,False,True,,199.33974766359998,97.0,2.2597221121752633,150.0,1.620320855614973,108.0,
118039,2026-07-10,134.972,135.628,44.3271720117,179.95517201169997,0.9070753062030638,4.10395194,2029-07-20,,,False,True,,179.95517201169997,39.0,0.9070753062030638,64.0,0.7967914438502673,15.0,C_OFF
118042,2026-07-10,127.077,128.107,114.4254966,242.5324966,0.05342060798312654,11.398859999999999,2029-08-10,,,False,True,,242.5324966,175.0,0.05342060798312654,34.0,1.6951871657754012,116.0,
118044,2026-07-10,170.962,173.813,26.5987268161,200.41172681609999,1.1221620069539415,4.419557999999999,2029-09-11,,,False,True,,200.41172681609999,102.0,1.1221620069539415,77.0,1.2245989304812834,56.0,
118050,2026-07-10,285.223,283.629,27.0186911552,310.6476911552,0.48359743932100996,6.59663,2030-08-21,,,False,True,,310.6476911552,207.0,0.48359743932100996,50.0,1.609625668449198,107.0,
118051,2026-07-10,284.277,291.955,34.2088744022,326.1638744022,2.1426460910616543,8.2185659,2030-11-28,,,False,True,,326.1638744022,213.0,2.1426460910616543,141.0,2.2513368983957216,174.0,
118052,2026-07-10,135.7,137.479,81.8028306011,219.2818306011,1.0378448104108997,3.5418371300000002,2031-03-13,,,False,True,,219.2818306011,142.0,1.0378448104108997,74.0,1.2673796791443852,65.0,
118053,2026-07-10,229.9,186.345,5.046755108,191.391755108,-0.26870978198087114,10.409908905,2031-03-18,2026-07-17,,False,True,,191.391755108,74.0,-0.26870978198087114,23.0,1.192513368983957,49.0,
118056,2026-07-10,382.0,351.604,35.2001095238,386.8041095238,,6.14508,2031-06-11,,,False,True,,386.8041095238,224.0,,,,,
118058,2026-07-10,548.555,505.14,21.0053292077,526.1453292077,,11.7,2031-08-06,,,False,True,,526.1453292077,233.0,,,,,
118059,2026-07-10,250.003,234.947,46.3079045455,281.2549045455,,8.49915,2031-11-03,,,False,True,,281.2549045455,202.0,,,,,
118060,2026-07-10,235.859,224.864,49.2181141991,274.08211419910003,,9.999,2031-11-14,,,False,True,,274.08211419910003,197.0,,,,,
118061,2026-07-10,245.847,244.557,45.5320568529,290.0890568529,,5.6221875,2031-11-21,,,False,True,,290.0890568529,203.0,,,,,
118062,2026-07-10,270.0,251.022,43.4225604726,294.44456047259996,,8.719128000000001,2031-12-12,,,False,True,,294.44456047259996,205.0,,,,,
118063,2026-07-10,176.199,173.059,97.0572856959,270.1162856959,,16.7133285,2031-12-25,,,False,True,,270.1162856959,195.0,,,,,
118064,2026-07-10,502.0,475.857,63.797476934,539.6544769340001,,6.95,2032-01-08,,,False,True,,539.6544769340001,236.0,,,,,
118065,2026-07-10,155.256,150.973,73.7283507246,224.70135072460002,,19.0132,2032-01-22,,,False,True,,224.70135072460002,146.0,,,,,
118066,2026-07-10,132.189,132.915,106.2917149959,239.20671499589997,,5.76,2032-03-02,,,False,True,,239.20671499589997,168.0,,,,,
118067,2026-07-10,131.521,132.311,99.3939135514,231.7049135514,,3.2485,2032-03-18,,,False,True,,231.7049135514,160.0,,,,,
118068,2026-07-10,139.6,134.064,96.4699756428,230.5339756428,,9.07705,2032-06-04,,,False,True,,230.5339756428,158.0,,,,,
118069,2026-07-10,188.76,188.76,145.0101364877,333.77013648770003,,2.66954,2032-06-11,,,False,True,,333.77013648770003,214.0,,,,,
118070,2026-07-10,130.0,157.3,55.772125593,213.072125593,,15.86881,2032-06-18,,,False,True,,213.072125593,128.0,,,,,
123119,2026-07-10,122.85,123.369,63.3468025316,186.7158025316,1.9267827485399027,19.989769,2027-07-15,,,False,True,,186.7158025316,60.0,1.9267827485399027,123.0,1.7914438502673797,129.0,
123122,2026-07-10,131.78,129.51,73.8325509755,203.3425509755,-1.6018351839839113,5.800823,2027-08-06,,,False,True,,203.3425509755,108.0,-1.6018351839839113,6.0,1.0,32.0,C_BAL
123124,2026-07-10,155.166,147.7,33.3414440023,181.04144400229998,-0.5462481861414016,5.224234,2027-08-16,,,False,True,,181.04144400229998,44.0,-0.5462481861414016,17.0,0.6898395721925135,10.0,C_BAL|C_OFF
123131,2026-07-10,270.9,277.838,34.0504992799,311.88849927990003,0.5517363865074868,3.159264,2027-12-03,,,False,True,,311.88849927990003,209.0,0.5517363865074868,52.0,1.3101604278074865,71.0,
123133,2026-07-10,130.042,130.39,69.0096260284,199.3996260284,2.110288024049651,7.197656,2027-12-22,,,False,True,,199.3996260284,98.0,2.110288024049651,140.0,1.7807486631016043,126.0,
123138,2026-07-10,124.3,125.134,101.5667893139,226.7007893139,1.7064483147932896,2.393372,2028-03-02,,,False,True,,226.7007893139,148.0,1.7064483147932896,106.0,1.342245989304813,77.0,
123144,2026-07-10,118.713,119.382,97.8064327485,217.18843274850002,-0.11140984778555726,5.997326,2028-04-11,,,False,True,,217.18843274850002,139.0,-0.11140984778555726,28.0,1.2513368983957218,62.0,
123149,2026-07-10,133.888,133.95,32.4833941606,166.4333941606,1.3422122024140832,11.068881,2028-06-20,,,False,True,,166.4333941606,18.0,1.3422122024140832,89.0,1.2780748663101604,67.0,B0_BASE
123150,2026-07-10,132.913,133.661,38.0647907391,171.7257907391,-0.35737967950464405,11.210221,2028-06-30,,,False,True,,171.7257907391,24.0,-0.35737967950464405,19.0,0.9411764705882353,25.0,C_BAL
123151,2026-07-10,117.692,117.756,206.9231598865,324.6791598865,2.050191257252079,6.997947,2028-07-01,,,False,True,,324.6791598865,212.0,2.050191257252079,132.0,2.1069518716577544,168.0,
123154,2026-07-10,123.011,123.808,231.6608467153,355.4688467153,-0.11271632967117005,5.28859,2028-08-05,,,False,True,,355.4688467153,220.0,-0.11271632967117005,27.0,1.4598930481283423,90.0,
123155,2026-07-10,128.99,130.8,68.3228525122,199.1228525122,1.7272191539141488,3.599647,2028-08-12,,,False,True,,199.1228525122,95.0,1.7272191539141488,107.0,1.267379679144385,63.0,
123157,2026-07-10,126.0,128.102,70.0298039216,198.1318039216,0.5852626125505485,2.340344,2028-08-30,,,False,True,,198.1318039216,90.0,0.5852626125505485,57.0,0.8395721925133689,19.0,C_OFF
123158,2026-07-10,267.454,239.823,33.7893809589,273.6123809589,1.5571038751777337,18.045989,2028-09-26,,,False,True,,273.6123809589,196.0,1.5571038751777337,97.0,2.165775401069519,171.0,
123160,2026-07-10,163.5,162.365,25.0915330465,187.4565330465,0.584988902066559,2.314534,2028-09-28,,,False,True,,187.4565330465,62.0,0.584988902066559,56.0,0.679144385026738,9.0,C_OFF
123165,2026-07-10,152.998,144.0,43.9043824701,187.90438247010002,-0.8316222259684314,8.497288,2028-10-27,,,False,True,,187.90438247010002,64.0,-0.8316222259684314,13.0,1.0213903743315509,33.0,C_BAL
123168,2026-07-10,125.102,125.856,108.9170695518,234.7730695518,2.4255196048307015,4.899099,2028-11-23,,,False,True,,234.7730695518,164.0,2.4255196048307015,159.0,1.9251336898395721,143.0,
123171,2026-07-10,135.794,138.807,24.9401208098,163.74712080979998,-1.6554708570790058,3.798878,2028-11-28,,,False,True,,163.74712080979998,15.0,-1.6554708570790058,5.0,0.320855614973262,1.0,B0_BASE|C_BAL|C_OFF
123172,2026-07-10,128.201,129.515,50.7469672131,180.26196721309998,1.1691257441083396,7.960041,2028-12-15,,,False,True,,180.26196721309998,41.0,1.1691257441083396,80.0,1.1978609625668448,50.0,
123173,2026-07-10,130.0,131.5,41.5500538213,173.0500538213,0.12700706970492032,2.330505,2028-12-30,,,False,True,,173.0500538213,26.0,0.12700706970492032,35.0,0.39037433155080214,2.0,C_OFF
123175,2026-07-10,104.7,107.881,125.4889754098,233.36997540980002,2.3550405108364187,4.198703,2029-02-22,,,False,True,,233.36997540980002,162.0,2.3550405108364187,155.0,1.8235294117647058,131.0,
123178,2026-07-10,135.919,135.707,9.3195277778,145.0265277778,-1.1244424152798846,11.57961,2029-03-06,,,False,True,,145.0265277778,6.0,-1.1244424152798846,10.0,0.8235294117647058,18.0,B0_BASE|C_BAL|C_OFF
123179,2026-07-10,121.495,121.878,369.8384488798,491.7164488798,2.166676154875944,9.499371,2029-03-07,,,False,True,,491.7164488798,230.0,2.166676154875944,142.0,2.3957219251336896,179.0,
123180,2026-07-10,125.764,126.754,163.8767655293,290.6307655293,2.9377846589009837,3.196733,2029-03-09,,,False,True,,290.6307655293,204.0,2.9377846589009837,179.0,1.9786096256684493,156.0,
